e_pop_num	e_inc_100k	c_newinc_100k	e_abs_inc	c_abs_inc	e_inc_rr_num	e_inc_rr_num_lo	e_inc_rr_num_hi	composite_rr_pct	composite_rr_pct_hi	composite_rr_pct_lo	composite_rr_sd	composite_rr_var
1319	31	0	0.40889	0	0	0	0	NA	NA	NA	NA	NA
103197	10	8.7	10.3197	8.978139	0	0	0	0	0	0	0	0
1389843	21	18	291.86703	250.17174	1	1	2	0.399725404636031	0.799450809272062	0.399725404636031	0.00101970766488783	1.039803721831e-06
11565201	35	28	4047.82035	3238.25628	53	27	89	1.63668330784492	2.74839272449431	0.833782062487037	0.00488421087246753	2.385551584673e-05
82340088	16	14	13174.41408	11527.61232	550	440	670	4.77115281753334	5.81213161408606	3.81692225402667	0.00508981979606989	2.59062655564649e-05
5850901	46	37	2691.41446	2164.83337	800	590	1000	36.9543453591534	46.1929316989418	27.2538297023757	0.0483140357055259	0.00233424604615483
37665	6.1	5.3	2.297565	1.996245	0	0	0	0	0	0	0	0
11508	270	235	31.0716	27.0438	0	0	0	0	0	0	0	0
42729036	200	131	85458.072	55975.03716	1500	820	2300	2.67976597445103	4.10897449415825	1.4649387326999	0.00674498918739375	4.54948791380586e-05
44246156	80	60	35396.9248	26547.6936	13000	8100	18000	48.9684723497035	67.8025001765125	30.5111250794306	0.0951310589211272	0.00904991837145498
9630959	1	0.85	96.30959	81.8631515	6	2	13	7.32930493153565	15.8801606849939	2.44310164384522	0.034278211839665	0.00117499580692495
67141684	8	7.1	5371.33472	4767.059564	93	62	130	1.95088814711525	2.72704794758046	1.30059209807683	0.00363891798342762	1.32417240901129e-05
56313438	253	133	142472.99814	74896.87254	1900	670	3700	2.53682154616706	4.94012616885164	0.894563387332595	0.0103203132181608	0.000106508864920945
327096265	3	2.6	9812.88795	8504.50289	210	160	270	2.46928012978781	3.17478873829861	1.88135628936214	0.00329957257381753	1.08871791698888e-05
3449285	33	29	1138.26405	1000.29265	4	0	11	0.399882974247586	1.09967817918086	0	0.0028053014775022	7.86971637967603e-06
32476244	70	51	22733.3708	16562.88444	4700	3200	6600	28.3766998256011	39.8481316699931	19.3203062642391	0.0523669015452909	0.00274229237745419
292680	46	31	134.6328	90.7308	7	1	19	7.71513091475001	20.94106962575	1.10216155925	0.0506094593533164	0.00256131737603498
28887118	48	38	13865.81664	10977.10484	400	150	770	3.64394807037299	7.014600035468	1.36648052638987	0.0144084681354034	0.000207603954008935
95545962	182	104	173893.65084	99367.80048	8600	5400	13000	8.65471506711165	13.0827088223781	5.43435597237243	0.0195111042091981	0.000380683187462186
11661	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
4862979	0.77	0.62	37.4449383	30.1504698	1	1	3	3.31669790432254	9.95009371296762	3.31669790432254	0.0169219280832783	0.000286351650055642
28498683	48	34	13679.36784	9689.55222	360	180	610	3.71534196654549	6.2954405544243	1.85767098327274	0.0113208407427336	0.000128161435122336
17351708	346	202	60036.90968	35050.45016	3100	1600	5000	8.84439425413645	14.2651520228007	4.56484864729623	0.024745671876287	0.00061234827660886
14438802	210	175	30321.4842	25267.9035	1500	1100	2000	5.93638486865363	7.9151798248715	4.35334890367933	0.0090863033703882	8.25609089387281e-05
7604028571	21484.92	14577.64	10025834.5610423	6886153.664443	484214	300942	717780	7.03170483255788	10.4235257442234	4.37024810459762	0.0154420347949637	0.000238456438608871
